Datum + Uhrzeit,Durchfluss Zähler Fernwärme (m³/h),Durchfluss Wasserzähler TWE (m³/h),Durchfluss m³ Zähler Zirkulation (m³/h)
02.01.2025 01:00,"2,06",0,"0,61"
02.01.2025 01:05,"2,11",0,"0,6"
02.01.2025 01:10,0,0,"0,61"
02.01.2025 01:15,0,0,"0,6"
02.01.2025 01:20,0,0,"0,6"
02.01.2025 01:25,"4,15",0,"0,6"
02.01.2025 01:30,"4,13",0,"0,6"
02.01.2025 01:35,"4,17",0,"0,61"
02.01.2025 01:40,"0,12",0,"0,6"
02.01.2025 01:45,"0,04",0,"0,6"
02.01.2025 01:50,0,0,"0,6"
02.01.2025 01:55,0,0,"0,6"
02.01.2025 02:00,0,0,"0,6"
02.01.2025 02:05,0,0,"0,6"
02.01.2025 02:10,0,0,"0,61"
02.01.2025 02:15,0,0,"0,61"
02.01.2025 02:20,0,0,"0,6"
02.01.2025 02:25,0,0,"0,6"
02.01.2025 02:30,0,0,"0,61"
02.01.2025 02:35,0,0,"0,6"
02.01.2025 02:40,0,0,"0,61"
02.01.2025 02:45,0,0,"0,6"
02.01.2025 02:50,0,0,"0,61"
02.01.2025 02:55,0,0,"0,61"
02.01.2025 03:00,0,0,"0,61"
02.01.2025 03:05,0,0,"0,6"
02.01.2025 03:10,"4,12",0,"0,6"
02.01.2025 03:15,"4,09",0,"0,6"
02.01.2025 03:20,"4,16",0,"0,6"
02.01.2025 03:25,"4,15",0,"0,61"
02.01.2025 03:30,"0,12",0,"0,6"
02.01.2025 03:35,"0,01",0,"0,6"
02.01.2025 03:40,0,0,"0,6"
02.01.2025 03:45,0,0,"0,61"
02.01.2025 03:50,0,0,"0,61"
02.01.2025 03:55,0,0,"0,6"
02.01.2025 04:00,0,0,"0,61"
02.01.2025 04:05,0,0,"0,61"
02.01.2025 04:10,0,0,"0,61"
02.01.2025 04:15,0,0,"0,61"
02.01.2025 04:20,0,0,"0,6"
02.01.2025 04:25,0,0,"0,6"
02.01.2025 04:30,0,0,"0,61"
02.01.2025 04:35,0,0,"0,6"
02.01.2025 04:40,0,0,"0,6"
02.01.2025 04:45,0,0,"0,6"
02.01.2025 04:50,0,0,"0,6"
02.01.2025 04:55,0,0,"0,6"
02.01.2025 05:00,"4,17",0,"0,61"
02.01.2025 05:05,"4,2",0,"0,6"
02.01.2025 05:10,"5,9",0,"0,61"
02.01.2025 05:15,"5,86",0,"0,6"
02.01.2025 05:20,"6,12",0,"0,61"
02.01.2025 05:25,"5,4",0,"0,6"
02.01.2025 05:30,"4,99",0,"0,6"
02.01.2025 05:35,"5,81",0,"0,61"
02.01.2025 05:40,"4,56",0,"0,61"
02.01.2025 05:45,"3,55",0,"0,61"
02.01.2025 05:50,"5,02",0,"0,61"
02.01.2025 05:55,"3,36",0,"0,6"
02.01.2025 06:00,"3,4",0,"0,6"
02.01.2025 06:05,"2,79",0,"0,61"
02.01.2025 06:10,"2,76",0,"0,61"
02.01.2025 06:15,"2,74",0,"0,6"
02.01.2025 06:20,"2,78",0,"0,6"
02.01.2025 06:25,"2,59",0,"0,6"
02.01.2025 06:30,"2,64",0,"0,6"
02.01.2025 06:35,"2,63",0,"0,61"
02.01.2025 06:40,"2,59",0,"0,61"
02.01.2025 06:45,"2,74",0,"0,6"
02.01.2025 06:50,"2,71",0,"0,6"
02.01.2025 06:55,"2,67",0,"0,6"
02.01.2025 07:00,"2,63",0,"0,6"
02.01.2025 07:05,"2,7",0,"0,6"
02.01.2025 07:10,"2,65",0,"0,6"
02.01.2025 07:15,"2,83",0,"0,6"
02.01.2025 07:20,"4,36",0,"0,6"
02.01.2025 07:25,"4,72",0,"0,59"
02.01.2025 07:30,"4,94",0,"0,59"
02.01.2025 07:35,"5,04",0,"0,6"
02.01.2025 07:40,"5,03",0,"0,6"
02.01.2025 07:45,"4,06",0,"0,61"
02.01.2025 07:50,"3,45",0,"0,61"
02.01.2025 07:55,"2,98",0,"0,6"
02.01.2025 08:00,"2,33",0,"0,59"
02.01.2025 08:05,"2,33",0,"0,6"
02.01.2025 08:10,"2,39",0,"0,6"
02.01.2025 08:15,"2,45",0,"0,6"
02.01.2025 08:20,"2,69",0,"0,6"
02.01.2025 08:25,"2,79",0,"0,6"
02.01.2025 08:30,"2,88",0,"0,6"
02.01.2025 08:35,"2,95",0,"0,6"
02.01.2025 08:40,"2,86",0,"0,6"
02.01.2025 08:45,"2,71",0,"0,6"
02.01.2025 08:50,"2,66",0,"0,61"
02.01.2025 08:55,"4,42",0,"0,6"
02.01.2025 09:00,"4,78",0,"0,6"
02.01.2025 09:05,"5,11",0,"0,6"
02.01.2025 09:10,"4,32",0,"0,6"
02.01.2025 09:15,"3,67",0,"0,6"
02.01.2025 09:20,"3,05",0,"0,6"
02.01.2025 09:25,"2,52",0,"0,6"
02.01.2025 09:30,"2,35",0,"0,6"
02.01.2025 09:35,"2,35",0,"0,59"
02.01.2025 09:40,"2,38",0,"0,6"
02.01.2025 09:45,"2,61",0,"0,61"
02.01.2025 09:50,"2,74",0,"0,6"
02.01.2025 09:55,"2,95",0,"0,6"
02.01.2025 10:00,"3,19",0,"0,59"
02.01.2025 10:05,"3,14",0,"0,6"
02.01.2025 10:10,"3,14",0,"0,59"
02.01.2025 10:15,"4,38",0,"0,59"
02.01.2025 10:20,"4,44",0,"0,61"
02.01.2025 10:25,"5,22",0,"0,6"
02.01.2025 10:30,"4,39",0,"0,6"
02.01.2025 10:35,"3,81",0,"0,6"
02.01.2025 10:40,"3,29",0,"0,6"
02.01.2025 10:45,"3,25",0,"0,6"
02.01.2025 10:50,"2,81",0,"0,6"
02.01.2025 10:55,"2,66",0,"0,6"
02.01.2025 11:00,"2,69",0,"0,61"
02.01.2025 11:05,"2,75",0,"0,6"
02.01.2025 11:10,"2,83",0,"0,61"
02.01.2025 11:15,"2,98",0,"0,6"
02.01.2025 11:20,"3,02",0,"0,6"
02.01.2025 11:25,"3,06",0,"0,6"
02.01.2025 11:30,"3,07",0,"0,61"
02.01.2025 11:35,"4,35",0,"0,6"
02.01.2025 11:40,"4,97",0,"0,6"
02.01.2025 11:45,"5,18",0,"0,61"
02.01.2025 11:50,"5,23",0,"0,6"
02.01.2025 11:55,"4,97",0,"0,6"
02.01.2025 12:00,"4,27",0,"0,6"
02.01.2025 12:05,"3,45",0,"0,6"
02.01.2025 12:10,"3,21",0,"0,61"
02.01.2025 12:15,"3,05",0,"0,61"
02.01.2025 12:20,"2,76",0,"0,6"
02.01.2025 12:25,"2,76",0,"0,6"
02.01.2025 12:30,"2,71",0,"0,6"
02.01.2025 12:35,"2,78",0,"0,6"
02.01.2025 12:40,"2,93",0,"0,6"
02.01.2025 12:45,"3,02",0,"0,6"
02.01.2025 12:50,"3,12",0,"0,6"
02.01.2025 12:55,"3,12",0,"0,61"
02.01.2025 13:00,"3,17",0,"0,6"
02.01.2025 13:05,"3,17",0,"0,61"
02.01.2025 13:10,"3,14",0,"0,6"
02.01.2025 13:15,"3,1",0,"0,61"
02.01.2025 13:20,"2,98",0,"0,6"
02.01.2025 13:25,"4,45",0,"0,6"
02.01.2025 13:30,"4,92",0,"0,61"
02.01.2025 13:35,"5,02",0,"0,6"
02.01.2025 13:40,5,0,"0,61"
02.01.2025 13:45,"4,12",0,"0,59"
02.01.2025 13:50,"3,67",0,"0,59"
02.01.2025 13:55,"3,38",0,"0,6"
02.01.2025 14:00,"3,1",0,"0,61"
02.01.2025 14:05,"2,83",0,"0,61"
02.01.2025 14:10,"2,69",0,"0,6"
02.01.2025 14:15,"2,58",0,"0,61"
02.01.2025 14:20,"2,57",0,"0,61"
02.01.2025 14:25,"2,74",0,"0,6"
02.01.2025 14:30,"2,81",0,"0,6"
02.01.2025 14:35,"2,81",0,"0,61"
02.01.2025 14:40,"2,83",0,"0,61"
02.01.2025 14:45,3,0,"0,6"
02.01.2025 14:50,"3,06",0,"0,6"
02.01.2025 14:55,"3,05",0,"0,6"
02.01.2025 15:00,3,0,"0,6"
02.01.2025 15:05,"5,13",0,"0,6"
02.01.2025 15:10,"4,3",0,"0,6"
02.01.2025 15:15,"4,99",0,"0,6"
02.01.2025 15:20,"5,27",0,"0,61"
02.01.2025 15:25,"5,12",0,"0,6"
02.01.2025 15:30,"4,16",0,"0,61"
02.01.2025 15:35,"3,77",0,"0,6"
02.01.2025 15:40,"3,1",0,"0,6"
02.01.2025 15:45,"2,9",0,"0,6"
02.01.2025 15:50,"2,81",0,"0,6"
02.01.2025 15:55,"2,79",0,"0,6"
02.01.2025 16:00,"2,78",0,"0,6"
02.01.2025 16:05,"2,81",0,"0,59"
02.01.2025 16:10,"2,71",0,"0,6"
02.01.2025 16:15,"2,76",0,"0,6"
02.01.2025 16:20,"2,71",0,"0,59"
02.01.2025 16:25,"2,78",0,"0,6"
02.01.2025 16:30,"2,76",0,"0,6"
02.01.2025 16:35,"2,76",0,"0,6"
02.01.2025 16:40,"2,81",0,"0,6"
02.01.2025 16:45,"4,32",0,"0,61"
02.01.2025 16:50,"4,57",0,"0,6"
02.01.2025 16:55,"4,88",0,"0,6"
02.01.2025 17:00,"4,94",0,"0,61"
02.01.2025 17:05,"4,37",0,"0,59"
02.01.2025 17:10,"3,82",0,"0,59"
02.01.2025 17:15,"3,12",0,"0,6"
02.01.2025 17:20,"2,94",0,"0,61"
02.01.2025 17:25,"2,64",0,"0,6"
02.01.2025 17:30,"2,62",0,"0,61"
02.01.2025 17:35,"2,54",0,"0,6"
02.01.2025 17:40,"2,58",0,"0,6"
02.01.2025 17:45,"2,68",0,"0,59"
02.01.2025 17:50,"2,77",0,"0,6"
02.01.2025 17:55,"2,83",0,"0,6"
02.01.2025 18:00,"2,86",0,"0,6"
02.01.2025 18:05,"2,84",0,"0,6"
02.01.2025 18:10,"2,81",0,"0,6"
02.01.2025 18:15,"4,39",0,"0,6"
02.01.2025 18:20,"4,84",0,"0,6"
02.01.2025 18:25,"4,92",0,"0,6"
02.01.2025 18:30,"5,09",0,"0,6"
02.01.2025 18:35,"3,62",0,"0,6"
02.01.2025 18:40,3,0,"0,6"
02.01.2025 18:45,"2,76",0,"0,6"
02.01.2025 18:50,"2,43",0,"0,6"
02.01.2025 18:55,"2,5",0,"0,6"
02.01.2025 19:00,"2,57",0,"0,6"
02.01.2025 19:05,"2,57",0,"0,6"
02.01.2025 19:10,"2,66",0,"0,6"
02.01.2025 19:15,"2,84",0,"0,6"
02.01.2025 19:20,"2,95",0,"0,61"
02.01.2025 19:25,"2,79",0,"0,6"
02.01.2025 19:30,"2,78",0,"0,6"
02.01.2025 19:35,"2,78",0,"0,61"
02.01.2025 19:40,"2,71",0,"0,61"
02.01.2025 19:45,"4,61",0,"0,6"
02.01.2025 19:50,"4,87",0,"0,6"
02.01.2025 19:55,"5,14",0,"0,6"
02.01.2025 20:00,"5,02",0,"0,61"
02.01.2025 20:05,"4,1",0,"0,6"
02.01.2025 20:10,"3,65",0,"0,6"
02.01.2025 20:15,"2,95",0,"0,61"
02.01.2025 20:20,"2,54",0,"0,61"
02.01.2025 20:25,"2,45",0,"0,6"
02.01.2025 20:30,"2,52",0,"0,6"
02.01.2025 20:35,"2,69",0,"0,6"
02.01.2025 20:40,"2,86",0,"0,6"
02.01.2025 20:45,"2,96",0,"0,6"
02.01.2025 20:50,"2,98",0,"0,61"
02.01.2025 20:55,"2,95",0,"0,6"
02.01.2025 21:00,"2,78",0,"0,61"
02.01.2025 21:05,"2,69",0,"0,6"
02.01.2025 21:10,"2,71",0,"0,6"
02.01.2025 21:15,"2,65",0,"0,6"
02.01.2025 21:20,"2,53",0,"0,6"
02.01.2025 21:25,"2,42",0,"0,6"
02.01.2025 21:30,"4,28",0,"0,6"
02.01.2025 21:35,"4,42",0,"0,61"
02.01.2025 21:40,"4,86",0,"0,61"
02.01.2025 21:45,"4,97",0,"0,6"
02.01.2025 21:50,"3,63",0,"0,6"
02.01.2025 21:55,"3,14",0,"0,6"
02.01.2025 22:00,"2,84",0,"0,6"
02.01.2025 22:05,"2,7",0,"0,61"
02.01.2025 22:10,"2,56",0,"0,6"
02.01.2025 22:15,"2,28",0,"0,61"
02.01.2025 22:20,"2,22",0,"0,6"
02.01.2025 22:25,"2,13",0,"0,6"
02.01.2025 22:30,"2,13",0,"0,6"
02.01.2025 22:35,"2,14",0,"0,6"
02.01.2025 22:40,"2,14",0,"0,6"
02.01.2025 22:45,"2,26",0,"0,61"
02.01.2025 22:50,"2,33",0,"0,6"
02.01.2025 22:55,"2,4",0,"0,6"
02.01.2025 23:00,"2,38",0,"0,6"
02.01.2025 23:20,"4,9",0,"0,6"
02.01.2025 23:25,"4,25",0,"0,61"
02.01.2025 23:30,"3,29",0,"0,6"
02.01.2025 23:35,"2,76",0,"0,6"
02.01.2025 23:40,"2,28",0,"0,6"
02.01.2025 23:45,"2,16",0,"0,59"
02.01.2025 23:50,"1,87",0,"0,6"
02.01.2025 23:55,"1,82",0,"0,6"
03.01.2025 00:00,"1,87",0,"0,6"
03.01.2025 00:05,"2,02",0,"0,61"
03.01.2025 00:10,"2,28",0,"0,61"
03.01.2025 00:15,"2,35",0,"0,61"
03.01.2025 00:20,"2,42",0,"0,6"
03.01.2025 00:25,"2,38",0,"0,61"
03.01.2025 00:30,"2,4",0,"0,61"
03.01.2025 00:35,"2,38",0,"0,6"
03.01.2025 00:40,"2,33",0,"0,61"
03.01.2025 00:45,"2,21",0,"0,6"
03.01.2025 00:50,"4,17",0,"0,6"
03.01.2025 00:55,"4,95",0,"0,61"
03.01.2025 01:00,"5,02",0,"0,61"
03.01.2025 01:05,"4,18",0,"0,6"
03.01.2025 01:10,"0,06",0,"0,61"
03.01.2025 01:15,0,0,"0,61"
03.01.2025 01:20,0,0,"0,61"
03.01.2025 01:25,0,0,"0,6"
03.01.2025 01:30,0,0,"0,61"
03.01.2025 01:35,0,0,"0,61"
03.01.2025 01:40,0,0,"0,61"
03.01.2025 01:45,0,0,"0,6"
03.01.2025 01:50,0,0,"0,6"
03.01.2025 01:55,"0,01",0,"0,61"
03.01.2025 02:00,0,0,"0,6"
03.01.2025 02:05,0,0,"0,6"
03.01.2025 02:10,0,0,"0,61"
03.01.2025 02:15,0,0,"0,61"
03.01.2025 02:20,"0,07",0,"0,61"
03.01.2025 02:25,0,0,"0,6"
03.01.2025 02:30,0,0,"0,6"
03.01.2025 02:50,"4,18",0,"0,61"
03.01.2025 02:55,"4,15",0,"0,61"
03.01.2025 03:00,"4,18",0,"0,6"
03.01.2025 03:05,"0,1",0,"0,61"
03.01.2025 03:10,"0,01",0,"0,61"
03.01.2025 03:15,0,0,"0,6"
03.01.2025 03:20,0,0,"0,61"
03.01.2025 03:25,0,0,"0,6"
03.01.2025 03:30,0,0,"0,61"
03.01.2025 03:35,0,0,"0,61"
03.01.2025 03:40,0,0,"0,6"
03.01.2025 03:45,0,0,"0,61"
03.01.2025 04:05,0,0,"0,6"
03.01.2025 04:10,0,0,"0,6"
03.01.2025 04:15,0,0,"0,61"
03.01.2025 04:20,0,0,"0,61"
03.01.2025 04:25,0,0,"0,6"
03.01.2025 04:30,0,0,"0,61"
03.01.2025 04:35,"4,19",0,"0,61"
03.01.2025 04:40,"4,18",0,"0,6"
03.01.2025 04:45,"4,15",0,"0,6"
03.01.2025 04:50,"0,12",0,"0,6"
03.01.2025 04:55,"0,02",0,"0,6"
03.01.2025 05:00,0,0,"0,61"
03.01.2025 05:05,"6,54",0,"0,6"
03.01.2025 05:10,"6,65",0,"0,6"
03.01.2025 05:15,"6,65",0,"0,6"
03.01.2025 05:20,"5,83",0,"0,61"
03.01.2025 05:25,"4,82",0,"0,61"
03.01.2025 05:30,"3,89",0,"0,6"
03.01.2025 05:35,"2,93",0,"0,61"
03.01.2025 05:40,"2,8",0,"0,61"
03.01.2025 05:45,"2,68",0,"0,6"
03.01.2025 05:50,"2,63",0,"0,61"
03.01.2025 05:55,"2,68",0,"0,6"
03.01.2025 06:00,"2,93",0,"0,61"
03.01.2025 06:05,"3,07",0,"0,6"
03.01.2025 06:10,"3,1",0,"0,6"
03.01.2025 06:15,"4,85",0,"0,6"
03.01.2025 06:20,"4,8",0,"0,6"
03.01.2025 06:25,"5,11",0,"0,6"
03.01.2025 06:30,"4,99",0,"0,6"
03.01.2025 06:35,"4,97",0,"0,61"
03.01.2025 06:40,"3,46",0,"0,6"
03.01.2025 06:45,"3,02",0,"0,6"
03.01.2025 06:50,"2,69",0,"0,61"
03.01.2025 06:55,"2,5",0,"0,61"
03.01.2025 07:00,"2,38",0,"0,6"
03.01.2025 07:05,"2,45",0,"0,6"
03.01.2025 07:10,"2,52",0,"0,6"
03.01.2025 07:15,"2,69",0,"0,6"
03.01.2025 07:20,"2,83",0,"0,6"
03.01.2025 07:25,"2,95",0,"0,6"
03.01.2025 07:30,"2,94",0,"0,6"
03.01.2025 07:35,"2,8",0,"0,6"
03.01.2025 07:40,"2,78",0,"0,6"
03.01.2025 07:45,"2,74",0,"0,61"
03.01.2025 07:50,"2,74",0,"0,6"
03.01.2025 07:55,"2,62",0,"0,6"
03.01.2025 08:00,"2,66",0,"0,61"
03.01.2025 08:05,"2,62",0,"0,6"
03.01.2025 08:10,"2,63",0,"0,6"
03.01.2025 08:15,"4,52",0,"0,59"
03.01.2025 08:20,"5,15",0,"0,6"
03.01.2025 08:25,"5,11",0,"0,6"
03.01.2025 08:30,"5,13",0,"0,6"
03.01.2025 08:35,"5,11",0,"0,6"
03.01.2025 08:40,"3,5",0,"0,61"
03.01.2025 08:45,"2,67",0,"0,6"
03.01.2025 08:50,"2,59",0,"0,6"
03.01.2025 08:55,"2,5",0,"0,6"
03.01.2025 09:00,"2,45",0,"0,6"
03.01.2025 09:05,"2,5",0,"0,6"
03.01.2025 09:10,"2,51",0,"0,6"
03.01.2025 09:15,"2,54",0,"0,6"
03.01.2025 09:20,"2,52",0,"0,6"
03.01.2025 09:25,"2,69",0,"0,6"
03.01.2025 09:30,"2,77",0,"0,6"
03.01.2025 09:35,"2,9",0,"0,6"
03.01.2025 09:40,"2,95",0,"0,6"
03.01.2025 09:45,"2,88",0,"0,6"
03.01.2025 09:50,"4,68",0,"0,6"
03.01.2025 09:55,"4,94",0,"0,61"
03.01.2025 10:00,"5,16",0,"0,61"
03.01.2025 10:05,"4,3",0,"0,6"
03.01.2025 10:10,"3,22",0,"0,59"
03.01.2025 10:15,"3,07",0,"0,6"
03.01.2025 10:20,"2,98",0,"0,6"
03.01.2025 10:25,"2,69",0,"0,6"
03.01.2025 10:30,"2,45",0,"0,6"
03.01.2025 10:35,"2,3",0,"0,6"
03.01.2025 10:40,"2,33",0,"0,6"
03.01.2025 10:45,"2,37",0,"0,6"
03.01.2025 10:50,"2,47",0,"0,6"
03.01.2025 10:55,"2,57",0,"0,6"
03.01.2025 11:00,"4,13",0,"0,6"
03.01.2025 11:05,"4,54",0,"0,59"
03.01.2025 11:10,"4,92",0,"0,6"
03.01.2025 11:15,"5,06",0,"0,58"
03.01.2025 11:20,"5,11",0,"0,6"
03.01.2025 11:25,"3,98",0,"0,58"
03.01.2025 11:30,"3,02",0,"0,6"
03.01.2025 11:35,"2,8",0,"0,6"
03.01.2025 11:40,"2,77",0,"0,6"
03.01.2025 11:45,"2,4",0,"0,61"
03.01.2025 11:50,"2,27",0,"0,6"
03.01.2025 11:55,"2,21",0,"0,6"
03.01.2025 12:00,"2,22",0,"0,6"
03.01.2025 12:05,"2,35",0,"0,6"
03.01.2025 12:10,"2,42",0,"0,61"
03.01.2025 12:15,"2,64",0,"0,6"
03.01.2025 12:20,"4,25",0,"0,6"
03.01.2025 12:25,"4,78",0,"0,61"
03.01.2025 12:30,"4,9",0,"0,59"
03.01.2025 12:35,"5,12",0,"0,6"
03.01.2025 12:40,"3,88",0,"0,6"
03.01.2025 12:45,"3,44",0,"0,6"
03.01.2025 12:50,"2,76",0,"0,61"
03.01.2025 12:55,"2,59",0,"0,6"
03.01.2025 13:00,"2,42",0,"0,6"
03.01.2025 13:05,"2,43",0,"0,6"
03.01.2025 13:10,"2,42",0,"0,6"
03.01.2025 13:15,"2,42",0,"0,6"
03.01.2025 13:20,"2,43",0,"0,6"
03.01.2025 13:25,"2,47",0,"0,61"
03.01.2025 13:30,"2,54",0,"0,6"
03.01.2025 13:35,"2,54",0,"0,6"
03.01.2025 13:40,"4,58",0,"0,6"
03.01.2025 13:45,"4,78",0,"0,59"
03.01.2025 13:50,"5,09",0,"0,61"
03.01.2025 13:55,"4,94",0,"0,6"
03.01.2025 14:00,"4,34",0,"0,61"
03.01.2025 14:05,"3,6",0,"0,6"
03.01.2025 14:10,"3,31",0,"0,6"
03.01.2025 14:15,"2,9",0,"0,6"
03.01.2025 14:20,"2,85",0,"0,6"
03.01.2025 14:25,"2,57",0,"0,61"
03.01.2025 14:30,"2,5",0,"0,61"
03.01.2025 14:35,"2,5",0,"0,6"
03.01.2025 14:40,"2,5",0,"0,6"
03.01.2025 14:45,"2,52",0,"0,6"
03.01.2025 14:50,"2,54",0,"0,6"
03.01.2025 14:55,"2,62",0,"0,61"
03.01.2025 15:00,"2,65",0,"0,6"
03.01.2025 15:05,"2,69",0,"0,61"
03.01.2025 15:10,"2,71",0,"0,6"
03.01.2025 15:15,"2,7",0,"0,6"
03.01.2025 15:20,"4,22",0,"0,6"
03.01.2025 15:25,"4,49",0,"0,6"
03.01.2025 15:30,"4,78",0,"0,6"
03.01.2025 15:35,"4,77",0,"0,6"
03.01.2025 15:40,"3,71",0,"0,6"
03.01.2025 15:45,"3,69",0,"0,6"
03.01.2025 15:50,"3,13",0,"0,6"
03.01.2025 15:55,3,0,"0,6"
03.01.2025 16:00,"2,71",0,"0,6"
03.01.2025 16:05,"2,59",0,"0,6"
03.01.2025 16:10,"2,51",0,"0,61"
03.01.2025 16:15,"2,54",0,"0,6"
03.01.2025 16:20,"2,5",0,"0,61"
03.01.2025 16:25,"2,59",0,"0,61"
03.01.2025 16:30,"2,54",0,"0,6"
03.01.2025 16:35,"2,59",0,"0,61"
03.01.2025 16:40,"2,55",0,"0,61"
03.01.2025 16:45,"2,52",0,"0,6"
03.01.2025 16:50,"2,59",0,"0,6"
03.01.2025 16:55,"5,07",0,"0,61"
03.01.2025 17:00,"4,58",0,"0,6"
03.01.2025 17:05,"4,82",0,"0,61"
03.01.2025 17:10,"5,06",0,"0,6"
03.01.2025 17:15,"5,16",0,"0,61"
03.01.2025 17:20,"4,37",0,"0,6"
03.01.2025 17:25,"3,62",0,"0,6"
03.01.2025 17:30,"3,27",0,"0,61"
03.01.2025 17:35,"2,69",0,"0,61"
03.01.2025 17:40,"2,19",0,"0,6"
03.01.2025 17:45,"2,23",0,"0,6"
03.01.2025 17:50,"2,42",0,"0,61"
03.01.2025 17:55,"2,42",0,"0,6"
03.01.2025 18:00,"2,52",0,"0,6"
03.01.2025 18:05,"2,74",0,"0,61"
03.01.2025 18:10,"2,76",0,"0,6"
03.01.2025 18:15,"2,71",0,"0,61"
03.01.2025 18:20,"2,74",0,"0,6"
03.01.2025 18:25,"2,78",0,"0,61"
03.01.2025 18:30,"2,73",0,"0,6"
03.01.2025 18:35,"2,69",0,"0,6"
03.01.2025 18:40,"2,65",0,"0,6"
03.01.2025 18:45,"4,5",0,"0,61"
03.01.2025 18:50,"4,93",0,"0,6"
03.01.2025 18:55,"5,18",0,"0,6"
03.01.2025 19:00,"5,05",0,"0,61"
03.01.2025 19:05,"5,04",0,"0,6"
03.01.2025 19:10,"3,53",0,"0,6"
03.01.2025 19:15,"2,93",0,"0,6"
03.01.2025 19:20,"2,86",0,"0,61"
03.01.2025 19:25,"2,66",0,"0,61"
03.01.2025 19:30,"2,5",0,"0,6"
03.01.2025 19:35,"2,41",0,"0,61"
03.01.2025 19:40,"2,42",0,"0,61"
03.01.2025 19:45,"2,51",0,"0,61"
03.01.2025 19:50,"2,54",0,"0,6"
03.01.2025 19:55,"2,55",0,"0,6"
03.01.2025 20:00,"2,62",0,"0,61"
03.01.2025 20:05,"2,64",0,"0,6"
03.01.2025 20:10,"2,74",0,"0,6"
03.01.2025 20:15,"2,74",0,"0,6"
03.01.2025 20:20,"2,74",0,"0,61"
03.01.2025 20:25,"4,32",0,"0,6"
03.01.2025 20:30,"4,73",0,"0,6"
03.01.2025 20:35,"4,94",0,"0,6"
03.01.2025 20:40,"4,97",0,"0,61"
03.01.2025 20:45,"4,3",0,"0,61"
03.01.2025 20:50,"3,38",0,"0,6"
03.01.2025 20:55,"2,95",0,"0,6"
03.01.2025 21:00,"2,62",0,"0,61"
03.01.2025 21:05,"2,59",0,"0,6"
03.01.2025 21:10,"2,5",0,"0,6"
03.01.2025 21:15,"2,47",0,"0,6"
03.01.2025 21:20,"2,42",0,"0,6"
03.01.2025 21:25,"2,35",0,"0,6"
03.01.2025 21:30,"2,26",0,"0,61"
03.01.2025 21:35,"2,35",0,"0,6"
03.01.2025 21:40,"2,26",0,"0,6"
03.01.2025 21:45,"2,35",0,"0,6"
03.01.2025 21:50,"2,33",0,"0,6"
03.01.2025 21:55,"2,42",0,"0,6"
03.01.2025 22:00,"4,34",0,"0,61"
03.01.2025 22:05,"4,42",0,"0,6"
03.01.2025 22:10,"4,73",0,"0,61"
03.01.2025 22:15,"3,6",0,"0,6"
03.01.2025 22:20,"3,34",0,"0,6"
03.01.2025 22:25,"2,98",0,"0,6"
03.01.2025 22:30,"2,82",0,"0,61"
03.01.2025 22:35,"2,59",0,"0,61"
03.01.2025 22:40,"2,47",0,"0,61"
03.01.2025 22:45,"2,16",0,"0,6"
03.01.2025 22:50,"2,04",0,"0,6"
03.01.2025 22:55,"2,04",0,"0,6"
03.01.2025 23:00,"2,16",0,"0,59"
03.01.2025 23:05,"2,3",0,"0,6"
03.01.2025 23:10,"2,42",0,"0,61"
03.01.2025 23:15,"2,54",0,"0,6"
03.01.2025 23:20,"2,61",0,"0,6"
03.01.2025 23:25,"3,1",0,"0,6"
03.01.2025 23:30,"4,49",0,"0,6"
03.01.2025 23:35,"4,75",0,"0,6"
03.01.2025 23:40,"4,92",0,"0,61"
03.01.2025 23:45,"3,94",0,"0,6"
03.01.2025 23:50,"3,24",0,"0,61"
03.01.2025 23:55,"2,62",0,"0,6"
04.01.2025 00:00,"2,42",0,"0,61"
04.01.2025 00:05,"2,26",0,"0,6"
04.01.2025 00:10,"2,04",0,"0,61"
04.01.2025 00:15,"2,02",0,"0,6"
04.01.2025 00:20,"1,97",0,"0,6"
04.01.2025 00:25,"2,04",0,"0,6"
04.01.2025 00:30,"2,18",0,"0,61"
04.01.2025 00:35,"2,21",0,"0,61"
04.01.2025 00:40,"2,38",0,"0,6"
04.01.2025 00:45,"2,42",0,"0,6"
04.01.2025 00:50,"2,55",0,"0,61"
04.01.2025 00:55,"2,55",0,"0,6"
04.01.2025 01:00,"2,62",0,"0,61"
04.01.2025 01:05,0,0,"0,6"
04.01.2025 01:10,"4,15",0,"0,6"
04.01.2025 01:15,"4,12",0,"0,61"
04.01.2025 01:20,"4,15",0,"0,6"
04.01.2025 01:25,"4,13",0,"0,61"
04.01.2025 01:30,"0,12",0,"0,6"
04.01.2025 01:35,0,0,"0,6"
04.01.2025 01:40,0,0,"0,61"
04.01.2025 01:45,0,0,"0,6"
04.01.2025 01:50,0,0,"0,6"
04.01.2025 01:55,0,0,"0,6"
04.01.2025 02:00,0,0,"0,61"
04.01.2025 02:05,0,0,"0,6"
04.01.2025 02:10,0,0,"0,6"
04.01.2025 02:15,0,0,"0,6"
04.01.2025 02:20,0,0,"0,6"
04.01.2025 02:25,0,0,"0,6"
04.01.2025 02:30,0,0,"0,6"
04.01.2025 02:35,0,0,"0,6"
04.01.2025 02:40,0,0,"0,6"
04.01.2025 02:45,0,0,"0,6"
04.01.2025 02:50,0,0,"0,61"
